掌权人,排名,排名变化,财富值_人民币_亿,财富值_美元,财富值变化,人物关系,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,性别,年龄,出生地_中文,籍贯_中文,常住地_中文,学历_中文,毕业院校_中文,毕业院校_英文,专业_中文,专业_英文
许冉,388,18,130.0,1830.0,-7%,家族,龙佰,LB,河南焦作,Henan,钛白粉,Titanium Dioxide,未知,未知,,河南,河南焦作,硕士,,,,
张国炜,388,New,130.0,1830.0,NEW,家族,星宇航空,Starlux Airlines,台湾台北,Taiwan,航空,Aerospace & Defence,先生,未知,,,中国-台湾-台北,,,,,
周敬良,388,104,130.0,1830.0,8%,未知,景田,Ganten,广东深圳,Guangdong,饮料,Food & Beverages,先生,74,中国-海南-海口,,中国-广东-深圳,,,,,
朱兴明、朱瀚玥,388,-114,130.0,1830.0,-33%,父女,汇川技术,Inovance Technology,广东深圳,Guangdong,工业自动化产品,Electronic Equipment,先生,57,中国-湖南,,中国-广东-深圳,硕士,,,,
蔡华波,410,17,125.0,1760.0,-7%,未知,江波龙,Longsys,广东深圳,Guangdong,半导体,Semiconductors,先生,48,,,中国-广东-深圳,,,,,
丁立国,410,17,125.0,1760.0,-7%,家族,德龙,Delong,上海,Shanghai,钢铁、天然气,"Iron,Natural Gas",先生,54,中国-河北-任丘,中国-河北-任丘,中国-河北-唐山,,,,,
丁雅丽,410,-4,125.0,1760.0,-11%,未知,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear,先生,未知,中国-福建-泉州,,中国-福建-厦门,,,,,
董伟,410,82,125.0,1760.0,4%,未知,恒瑞,Heng Chuang,江苏连云港,Jiangsu,医药,Pharmaceuticals,先生,53,,,中国-江苏-连云港,,,中国药科大学,,
洪锋,410,341,125.0,1760.0,54%,未知,小米,Xiaomi,北京,Beijing,智能硬件与技术,IoT,先生,未知,,,中国-北京,硕士,上海交大、美国普渡大学,,,
雷菊芳、程若琼,410,-4,125.0,1760.0,-11%,母子,奇正藏药,Qizheng Pharmaceutical,西藏林芝,Tibet,医药,Pharmaceuticals,女士,71,中国-甘肃-定西,,中国-西藏-林芝,本科,西交大,,,
李非列,410,-4,125.0,1760.0,-11%,家族,飞尚,Feishang,广东深圳,Guangdong,有色金属、钢铁、物流,"Non-ferrous Metals, Steel, Logistics",先生,58,中国-北京,中国-广西-梧州,中国-广东-深圳,硕士,北京经济,,,
李妙行,410,82,125.0,1760.0,4%,未知,老干妈,Laoganma,贵州贵阳,Guizhou,食品,Food,先生,未知,,,中国-贵州-贵阳,,,,,
李伟,410,-22,125.0,1760.0,-14%,未知,千味央厨,Qianwei,河南郑州,Henan,食品、房地产,"Food, real estate",先生,56,中国-河南,中国-河南-南阳,中国-河南-郑州,本科,郑大,,,
梁亮胜,410,82,125.0,1760.0,4%,未知,丝宝,C-Bons,香港,Hong Kong,日化、投资,"Daily Chemical Products, Hygiene Products, Investments",先生,73,中国-广东-梅州,,中国-香港,本科,香港工商管理学院,,,
林聪吉,410,New,125.0,1760.0,NEW,家族,川湖科技,King Slide,台湾高雄,Taiwan,五金配件,Mechanical Products,未知,未知,,,台湾高雄,,,,,
吕慧、陈宁宁,410,45,125.0,1760.0,-4%,母女,嘉鑫,Pioneer Metals,香港,Hong Kong,钢铁、铁矿石进出口、房地产,"Steel, Mining",先生,75,,,中国-香港,硕士,,,,
邱光和,410,-40,125.0,1760.0,-19%,家族,森马,Semir,浙江温州,Zhejiang,服装,Apparel,先生,73,中国-浙江-温州,,中国-浙江-温州,,,,,
任正非,410,111,125.0,1760.0,9%,未知,华为,Huawei,广东深圳,Guangdong,消费电子、电讯,"Consumer Electronics, Telecommunications",先生,80,中国-贵州-安顺,中国-贵州-安顺,中国-广东-深圳,本科,重庆,重庆大学,,
唐金奎、朱玉琴,410,-108,125.0,1760.0,-31%,夫妇,盛虹,Shenghong,江苏苏州,Jiangsu,印染、化纤、房地产,"Printing and Dyeing, Chemical Fiber, Real Estate",先生,69,中国-江苏-苏州,中国-江苏-苏州,中国-江苏-苏州,,,,,
徐新,410,82,125.0,1760.0,4%,未知,今日资本,Capitaltoday,上海浦东,Shanghai,投资,Investments,先生,58,,,中国-上海,本科,南大,,,
许景南,410,-4,125.0,1760.0,-11%,家族,匹克,Peak,福建泉州,Fujian,体育用品,Sportswear,先生,69,中国-福建-泉州,,中国-福建-泉州,,,,,
闫希军,410,82,125.0,1760.0,4%,家族,天士力,Tasly,天津,Tianjin,医药,Pharmaceuticals,先生,71,中国-甘肃-庆阳,中国-天津,中国-天津,博士,南京农业,南京农业大学经贸管理学院,,
严陈莉莲,410,-52,125.0,1760.0,-22%,家族,裕隆,Yulon,台湾新北,Taiwan,汽车销售,Automobile Sales,女士,59,中国-台湾,,中国-台湾-新北,,,,,
俞发祥,410,-4,125.0,1760.0,-11%,未知,祥源控股,Sunriver,浙江绍兴,Zhejiang,基础设施建设、房地产,"Infrastructure, real estate",先生,53,中国-浙江-绍兴,,中国-浙江-绍兴,,,,,
袁志敏、熊海涛,410,17,125.0,1760.0,-7%,夫妇,金发科技,Kingfa,广东广州,Guangdong,化工塑料,Chemicals,先生,63,中国-四川,,中国-广东-广州,硕士,北京理工,,,
张洪本,410,225,125.0,1760.0,32%,未知,日月光,ASE,台湾高雄,Taiwan,工业品、房地产,"Industrial Products, Real Estate",先生,78,中国-台湾,中国-浙江-温州,中国-台湾-高雄,,,,,
赵立新,410,-85,125.0,1760.0,-26%,家族,格科微,Galaxcore,上海,Shanghai,CMOS图像传感器,Industrial Products,先生,58,,中国-北京,中国-上海,,,,,
龚俊龙,433,-6,120.0,1690.0,-11%,家族,恒裕,Hengyu,广东深圳,Guangdong,房地产、投资,"Real Estate, Investments",先生,65,中国-广东-汕尾,中国-广东-汕尾,中国-广东-深圳,,,,,
黄江吉,433,371,120.0,1690.0,52%,未知,小米,Xiaomi,北京,Beijing,智能硬件与技术,IoT,先生,未知,,,中国-北京,,,,,
黄毅,433,-180,120.0,1690.0,-43%,未知,中升控股,Zhongsheng,辽宁大连,Liaoning,汽车销售,Automobile Sales,先生,61,,,中国-北京,本科,厦大,,,
金惠明,433,59,120.0,1690.0,0%,家族,大华,Dahua,上海宝山,Shanghai,房地产,Real estate,先生,71,中国-上海,中国-上海,中国-上海,,,,,
赖建法,433,22,120.0,1690.0,-8%,未知,中通,ZTO,上海青浦,Shanghai,快递,Express Delivery,先生,55,,,中国-上海,,,,,
黎万强,433,371,120.0,1690.0,52%,未知,小米,Xiaomi,北京,Beijing,智能硬件与技术,IoT,先生,47,中国-广东,,中国-北京,本科,西安工程大学,,,
李贵山,433,88,120.0,1690.0,4%,未知,老干妈,Laoganma,贵州贵阳,Guizhou,食品,Food,先生,未知,,,中国-贵州-贵阳,,,,,
刘锋、林旭燕,433,38,120.0,1690.0,-4%,夫妇,永锋,Yongfeng,山东济南,Shandong,钢铁,Steel,先生,54,中国-山东,中国-山东-禹城,中国-山东-济南,本科,,,,
陆地,433,-108,120.0,1690.0,-29%,未知,大疆,DJI,广东深圳,Guangdong,无人机,Drones,先生,未知,,,中国-广东-深圳,,,,,
孟庆山,433,103,120.0,1690.0,9%,家族,梅花,Meihua,河北廊坊,Hebei,食用调味品,Edible Condiment,先生,76,中国-河北,中国-河北,中国-河北-廊坊,,,,,
瞿芳,433,New,120.0,1690.0,NEW,未知,小红书,Xiaohongshu,上海,Shanghai,生活服务平台、电商,E-Commerce,未知,未知,,,上海,本科,北京外国语大学,,,
王瀚,433,-56,120.0,1690.0,-20%,未知,均瑶,JuneYao,上海徐汇,Shanghai,房地产、航空、零售,"Real estate, airline, retail",先生,37,,,中国-上海,本科,英国伦敦大学,伦敦大学,,
王林祥,433,38,120.0,1690.0,-4%,未知,鄂尔多斯,Erdos,内蒙古鄂尔多斯,Inner Mongolia,羊绒、煤电、冶金、房地产,"Cashmere, Coal, Real Estate",先生,73,中国-内蒙古-包头,中国-内蒙古-包头,中国-内蒙古-鄂尔多斯,,,,,
温鹏程,433,88,120.0,1690.0,4%,家族,温氏食品,Wens Foodstuff,广东云浮,Guangdong,家禽养殖畜牧,Animal Husbandry,先生,62,中国-广东-云浮,,中国-广东-云浮,,,,,
徐金富,433,-221,120.0,1690.0,-51%,未知,天赐材料,Tinci Materials,广东广州,Guangdong,化学原料制品,Chemicals,先生,60,中国-广东-广州,中国-广东-广州,中国-广东-广州,本科,浙大,,,
徐宇,433,-56,120.0,1690.0,-20%,未知,赫基国际,Trendy International,广东广州,Guangdong,服装,Apparel,先生,52,中国-广东-广州,,中国-广东-广州,硕士,长江,长江商学院,,
徐振华,433,59,120.0,1690.0,0%,未知,沐瞳科技,Moonton,上海,Shanghai,游戏,Game,先生,45,中国-上海,中国-上海,中国-上海,,,,,
杨雪岗,433,-27,120.0,1690.0,-14%,家族,旭阳,Risun,北京,Beijing,煤炭、化工,"Coal, Chemicals",先生,59,中国-河北-邢台,中国-河北-邢台,中国-河北-邢台,硕士,河北水利电力学院、河北工业大学,,,
叶国一,433,-6,120.0,1690.0,-11%,家族,英业达,Inventec,台湾台北,Taiwan,电脑产品,Computer Products,先生,83,中国-台湾,,中国-台湾-台北,,,,,
周耀庭,433,-6,120.0,1690.0,-11%,家族,红豆,Hongdou,江苏无锡,Jiangsu,服装、橡胶轮胎、房地产,"Apparel, Rubber Tire, Real Estate",先生,81,中国-江苏-无锡,中国-江苏-无锡,中国-江苏-无锡,,,,,
祝文宇,433,New,120.0,1690.0,NEW,家族,爱山林,JSL,台湾台北,Taiwan,房地产,Real Estate,未知,未知,,,台湾台北,本科,逢甲大学,,,
陈琼香,454,-66,115.0,1620.0,-21%,未知,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology,先生,未知,,,中国-福建-宁德,,,,,
方洪波,454,111,115.0,1620.0,10%,未知,美的,Midea,广东佛山,Guangdong,家电制造,Household Appliances,先生,57,中国-安徽-安庆,,中国-广东-佛山,,,,,
洪杰,454,-275,115.0,1620.0,-59%,未知,三棵树,3Trees,福建莆田,Fujian ,涂料,Coating,先生,57,,,中国-福建-莆田,,,,,
胡荣达、胡淇翔,454,17,115.0,1620.0,-8%,父子,三美化工,Sanmei Chemical,浙江金华,Zhejiang,化工,Petrochemical,先生,65,中国-浙江,,中国-浙江-金华,,,,,
黄联禧、左笑萍,454,-48,115.0,1620.0,-18%,夫妇,联塑,Lesso,广东佛山,Guangdong,建材家居,Building Materials,先生,61,中国-广东-佛山,中国-广东-佛山,中国-广东-佛山,,,,,
黄山,454,-48,115.0,1620.0,-18%,未知,财富趋势,Fortune Trend,广东深圳,Guangdong,金融软件,Application Software,先生,54,中国-湖北-武汉,,中国-广东-深圳,,,,,
黄世再,454,-27,115.0,1620.0,-15%,家族,大中华地产,Great China Properties,广东深圳,Guangdong,房地产,Real Estate,先生,73,中国-广东-揭阳,中国-广东-揭阳,中国-广东-深圳,,,,,
姜银台,454,-129,115.0,1620.0,-32%,家族,岱美股份,Daimay,上海浦东,Shanghai,汽车内饰,Automotive Interior,先生,74,,,中国-上海,硕士,,,,
赖建平,454,38,115.0,1620.0,-4%,未知,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,先生,未知,,,中国-广东-佛山,,,,,
吕义雄,454,407,115.0,1620.0,58%,未知,上美,Chicmax,上海,Shanghai,化妆品,Cosmetic,先生,47,中国-广东-汕头,中国-广东-汕头,中国-上海,,,,,
马秀慧,454,-84,115.0,1620.0,-26%,家族,欧普照明,Opple,上海闵行,Shanghai,节能灯,Energy saving light,先生,53,,,中国-上海,本科,,,,
齐向东,454,-129,115.0,1620.0,-32%,未知,奇安信,Qi An Xin,北京,Beijing,网络安全,Cyber Security,先生,59,,,中国-北京,本科,吉大,北京科技大学,,
邱文生,454,17,115.0,1620.0,-8%,未知,华勤技术,Huaqin,上海浦东,Shanghai,消费电子,Consumer electronics,先生,未知,,,中国-上海,,,,,
任道德,454,111,115.0,1620.0,10%,未知,泰康,Taikang,北京,Beijing,保险,Insurance,先生,64,,,中国-北京,,,,,
吴映明,454,-66,115.0,1620.0,-21%,未知,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology,先生,57,,,中国-福建-宁德,本科,东北工学院,,,
俞熔,454,1,115.0,1620.0,-12%,未知,美年健康,Health 100,上海静安,Shanghai,医疗服务,Medical service,先生,53,,,中国-上海,博士,上交大、上财、中医科学院,中国中医科学院,,
袁江涛,454,-152,115.0,1620.0,-36%,未知,嘉立创,JLC,广东深圳,Guangdong,半导体,Semiconductor,先生,未知,,,中国-广东-深圳,,,,,
曾万辉、喻丽丽,471,-65,110.0,1550.0,-21%,夫妇,景嘉微,Jingjia Mirco,湖南长沙,Hunan,电子器件制造,Manufacturing,先生,56,中国-湖南,,中国-广东-广州,,,,,
何著胜,471,65,110.0,1550.0,0%,家族,后英,Houying,辽宁鞍山,Liaoning,耐火材料、钢铁、矿业,"Refractories, Steel, Mining",先生,77,中国-辽宁,,中国-辽宁-鞍山,,,,,
贺正刚,471,-83,110.0,1550.0,-24%,未知,和邦股份,Hebang,四川乐山,Sichuan,矿产、化工,"Mining, chemicals",先生,70,,,中国-四川-乐山,,,,,
胡兴荣,471,-65,110.0,1550.0,-21%,未知,多弗,Doof,北京,Beijing,贸易、房地产,"Trade, Real Estate",先生,43,中国-浙江-温州,中国-浙江-温州,中国-北京,硕士,中央党校在读,,,
李力,471,-191,110.0,1550.0,-42%,未知,爱尔眼科,Aier Ophthalmology,湖南长沙,Hunan,医疗服务,Medical services ,先生,59,中国-湖南-长沙,,中国-湖南-长沙,,,湖南大学,,
李明、杜楠,471,-16,110.0,1550.0,-15%,夫妇,亚特,Yate,甘肃陇南,Gansu,投资、有色金属,"Investments, Non-ferrous Metals",先生,56,中国-甘肃-陇南,中国-陕西-宝鸡,中国-甘肃-陇南,,,,,
刘洪林,471,65,110.0,1550.0,0%,未知,三木,Sanmu ,江苏无锡,Jiangsu,化工、铜加工、电线电缆,"Chemicals, copper, cable ",先生,73,中国-江苏-无锡,中国-江苏-无锡,中国-江苏-无锡,,,,,
梅志明,471,21,110.0,1550.0,-8%,未知,普洛斯,GLP,上海浦东,Shanghai,物流地产、投资,"Real Estate, Investments",先生,52,,,中国-上海,,,,,
汪顾亦珍,471,94,110.0,1550.0,5%,家族,德昌电机,Johnson Electric,香港,Hong Kong,工业产品,Industrial Products,先生,107,中国-香港,中国-江苏,中国-香港,,,,,
王剑峰,471,-65,110.0,1550.0,-21%,家族,均胜投资,Joyson,浙江宁波,Zhejiang,汽车零部件制造,Automobile parts,先生,54,,,中国-浙江-宁波,硕士,,,,
王文默,471,0,110.0,1550.0,-12%,未知,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear,先生,68,中国-福建,,中国-福建-厦门,,,,,
吴尚志,471,114,110.0,1550.0,10%,未知,鼎晖,CDH,北京,Beijing,投资,Investments,先生,74,中国-北京,中国-北京,中国-北京,博士,麻省理工,麻省理工学院斯隆管理学院,,
项光明、王素勤,471,94,110.0,1550.0,5%,夫妇,伟明环保,Weiming Environment Protection,浙江温州,Zhejiang,垃圾发电,garbage power,先生,61,中国-浙江-温州,,中国-浙江-温州,,,,,
许晨晔,471,94,110.0,1550.0,5%,未知,腾讯,Tencent,广东深圳,Guangdong,互联网服务,Internet Services,先生,53,,,中国-广东-深圳,硕士,深圳、南大,,,
许英灼,471,-16,110.0,1550.0,-15%,未知,海大,Haid,广东广州,Guangdong,饲料,Agricultural Products,先生,59,中国-广东-潮州,中国-广东-潮汕,中国-广东-广州,本科,悉尼大学,,,
严健军,471,21,110.0,1550.0,-8%,未知,致达,Zenitek,上海静安,Shanghai,信息、金融、投资,"Information, Investments",先生,59,中国-浙江-宁波,中国-浙江-宁波,中国-上海,本科,上海工程技术,,,
姚奎章,471,0,110.0,1550.0,-12%,未知,养元饮品,Yangyuan ZhiHui,河北衡水,Hebei,饮料,Food & Beverage,先生,59,,,中国-河北-衡水,,,,,
郁国祥,471,21,110.0,1550.0,-8%,未知,乐游科技,Leyou,上海,Shanghai,投资,Investments,先生,54,,,中国-上海,,,,,
张宁,471,21,110.0,1550.0,-8%,未知,彤程新材,Red Avenue,上海浦东,Shanghai,化工原料,Chemical raw materials,女士,50,,,中国-上海,硕士,北京工商大学、英国华威大学,,,
章小华,471,94,110.0,1550.0,5%,未知,红狮控股,Hongshi,浙江金华,Zhejiang,水泥,Cement,先生,56,,,中国-浙江-金华,,,,,
赵绪龙、朱水纳,471,New,110.0,1550.0,NEW,夫妇,迈富时,Marketingforce,上海静安,Shanghai,SaaS解决方案,SaaS,未知,未知,中国-浙江-杭州,内蒙古赤峰,上海,,,,,
郑春颖,471,21,110.0,1550.0,-8%,未知,伽蓝,Jala,上海,Shanghai,化妆品,Cosmetic,先生,未知,中国-辽宁-辽阳,,中国-上海,,,,,
周宗文,471,-83,110.0,1550.0,-24%,家族,周大生,Chow Tai Seng,广东深圳,Guangdong,珠宝,Jewellery,先生,67,,,中国-广东-深圳,,,,,
蔡镇球,494,261,105.0,1480.0,31%,家族,霖园,Lin Yuan,台湾台北,Taiwan,金融服务,Financial Services,先生,59,中国-台湾-台北,中国-福建-泉州,中国-台湾-台北,,,,,
昌敬,494,138,105.0,1480.0,8%,未知,石头科技,Roborock,北京,Beijing,智能机器人,Robotics,先生,42,,,中国-北京,,,,,
陈先保,494,-2,105.0,1480.0,-13%,家族,华泰,Hefei Huatai,安徽合肥,Anhui,农副食品加工业,Food and beverage,先生,65,中国-安徽-合肥,,中国-安徽-合肥,本科,江南,,,
成正辉,494,261,105.0,1480.0,31%,未知,惠泰医疗,Apt Medical,广东深圳,Guangdong,医疗器械,Medical Devices,先生,60,中国-广东-深圳,,中国-广东-深圳,,,,,
董才平,494,42,105.0,1480.0,-5%,未知,中天钢铁,Zenith,江苏常州,Jiangsu,钢铁、投资,"Steel, Investments",先生,61,中国-江苏-常州,中国-江苏-常州,中国-江苏-常州,硕士,中央党校,,,
甘忠如,494,172,105.0,1480.0,12%,未知,甘李药业,Gan & Lee Pharmaceuticals,北京,Beijing,生物制药,Biotech,先生,76,,,中国-北京,,,,,
何旗,494,42,105.0,1480.0,-5%,未知,均和,Junhe,上海浦东,Shanghai,钢铁贸易,Steel trade,先生,42,,,中国-上海,本科,,,,
黄巧灵,494,-117,105.0,1480.0,-30%,家族,宋城,Worldland,浙江杭州,Zhejiang,旅游、房地产,"Tourism, real estate",先生,66,中国-浙江,,中国-浙江-杭州,,,,,
柯尊洪,494,212,105.0,1480.0,24%,家族,康弘药业,Kanghong Pharmaceuticals,四川成都,Sichuan,制药,Pharmaceuticals,先生,70,中国-四川-雅安,中国-四川-雅安,中国-四川-成都,本科,华西医,,,
陆昂,494,91,105.0,1480.0,5%,未知,嘉德,China Guardian,北京,Beijing,投资、拍卖,"Investments, Auction",女士,61,,,中国-北京,硕士,武汉大学,,,
罗智先、高秀玲,494,141,105.0,1480.0,11%,夫妇,统一,Uni-President,台湾台南,Taiwan,食品和饮料,Food & Beverages,先生,68,中国-台湾-台南,,中国-台湾-台南,,,,,
蒲忠杰、张月娥,494,-88,105.0,1480.0,-25%,夫妇,乐普,Lepu,北京,Beijing,医疗设备,Medical Equipment,先生,61,,,中国-北京,博士,西交大,北京钢铁研究总院,,
王明旺、蔡帝娥,494,91,105.0,1480.0,5%,夫妇,欣旺达,Sunwoda,广东深圳,Guangdong,电子部件,Electrical Components,先生,57,中国-广东-茂名,中国-广东,中国-广东-深圳,硕士,,,,
王维,494,71,105.0,1480.0,0%,未知,行云集团,Xingyun,广东深圳,Guangdong,企业服务,Bussiness Service,先生,43,中国-上海,中国-上海,中国-广东-深圳,,,,,
王雪红、陈文琦,494,141,105.0,1480.0,11%,夫妇,宏达,HTC,台湾桃园,Taiwan,半导体,Semiconductors,先生,66,中国-台湾-新北,中国-台湾-新北,中国-台湾-桃园,,,,,
许连捷,494,42,105.0,1480.0,-5%,未知,恒安,HengAn,福建泉州,Fujian,个人护理用品,Personal care products,先生,71,中国-福建-泉州,,中国-福建-泉州,,,,,
薛向东,494,-39,105.0,1480.0,-19%,家族,东华软件,DHC Digital,北京,Beijing,软件与信息服务,Software and Information Services,先生,65,中国-山东-泰安,中国-山东-泰安,中国-北京,本科,湖南,湖南大学,,
叶小平,494,-39,105.0,1480.0,-19%,未知,泰格医药,Tigermed,浙江杭州,Zhejiang,医药,Pharmaceuticals,先生,61,中国-浙江-嘉兴,,中国-浙江-杭州,博士,牛津,,,
余凯,494,New,105.0,1480.0,NEW,未知,地平线,Horizon,北京,Beijing,智能芯片,Smart chips,先生,未知,,,中国-北京,博士,南大、慕尼黑,,,
袁仲雪、袁嵩,494,91,105.0,1480.0,5%,父子,赛轮轮胎,Sailun,山东青岛,Shandong,轮胎,Tires,先生,69,,,中国-山东-青岛,,,,,
张邦鑫,494,136,105.0,1480.0,7%,未知,好未来,TAL Education,北京,Beijing,教育,Education,先生,44,中国-江苏,,中国-北京,硕士,川大、北大,北京大学,,
